id_odd,time_casa,time_fora,dia_jogo,hora_jogo,mult_vitoria_time_1,mult_empate,mult_vitoria_time_2,data_jogo,num_apostas
242,Santos,Grêmio,qua.,21:30,2.02,3.3,3.75,2025-10-01 21:30:00,374.0
243,Vitória,Ceará,qui.,19:00,2.32,3.1,3.2,2025-10-02 19:00:00,281.0
244,Fortaleza,São Paulo,qui.,19:30,2.75,3.3,2.55,2025-10-02 19:30:00,282.0
245,Flamengo,Cruzeiro,qui.,20:30,1.58,3.9,5.6,2025-10-02 20:30:00,301.0
246,Bragantino,Grêmio,sáb.,18:30,2.23,3.3,3.2,2025-10-04 18:30:00,273.0
247,Fluminense,Atlético-MG,sáb.,18:30,1.77,3.45,4.75,2025-10-04 18:30:00,326.0
248,Internacional,Botafogo,sáb.,18:30,2.6,3.2,2.7,2025-10-04 18:30:00,284.0
249,Corinthians,Mirassol,sáb.,21:00,2.12,3.25,3.5,2025-10-04 21:00:00,263.0
250,São Paulo,Palmeiras,dom.,16:00,2.9,3.1,2.55,2025-10-05 16:00:00,304.0
251,Vasco,Vitória,dom.,16:00,1.78,3.5,4.6,2025-10-05 16:00:00,285.0
252,Bahia,Flamengo,dom.,18:30,4.3,3.45,1.84,2025-10-05 18:30:00,302.0
253,Juventude,Fortaleza,dom.,18:30,2.63,3.2,2.7,2025-10-05 18:30:00,277.0
254,Ceará,Santos,dom.,20:30,2.25,3.1,3.4,2025-10-05 20:30:00,266.0
255,Cruzeiro,Sport,dom.,20:30,1.3,5.1,10.0,2025-10-05 20:30:00,287.0
256,Bahia,Internacional,qua.,19:00,1.8,3.55,4.4,2025-10-22 19:00:00,437.0
257,Atlético-MG,Ceará,sáb.,16:00,1.88,3.25,4.4,2025-10-25 16:00:00,342.0
258,Vitória,Corinthians,sáb.,16:00,2.8,3.2,2.55,2025-10-25 16:00:00,331.0
259,Fluminense,Internacional,sáb.,17:30,2.0,3.35,3.75,2025-10-25 17:30:00,336.0
260,Sport,Mirassol,sáb.,18:30,2.65,3.3,2.6,2025-10-25 18:30:00,311.0
261,Fortaleza,Flamengo,sáb.,19:30,5.2,3.7,1.67,2025-10-25 19:30:00,296.0
262,São Paulo,Bahia,sáb.,21:30,1.96,3.45,3.8,2025-10-25 21:30:00,325.0
263,Botafogo,Santos,dom.,16:00,1.75,3.65,4.6,2025-10-26 16:00:00,307.0
264,Grêmio,Juventude,dom.,16:00,1.58,3.85,5.8,2025-10-26 16:00:00,339.0
265,Bragantino,Vasco,dom.,18:30,2.25,3.6,2.9,2025-10-26 18:30:00,328.0
266,Palmeiras,Cruzeiro,dom.,20:30,1.6,3.9,5.5,2025-10-26 20:30:00,342.0
267,Fluminense,Ceará,29 de out.,19:00,1.66,3.45,5.8,2025-10-29 19:00:00,343.0
268,Cruzeiro,Vitória,1 de nov.,16:00,1.45,4.1,7.5,2025-11-01 16:00:00,324.0
269,Santos,Fortaleza,1 de nov.,16:00,1.78,3.6,4.5,2025-11-01 16:00:00,308.0
270,Mirassol,Botafogo,1 de nov.,18:00,2.25,3.15,3.3,2025-11-01 18:00:00,307.0
271,Flamengo,Sport,1 de nov.,21:00,1.17,6.5,17.0,2025-11-01 21:00:00,336.0
272,Bahia,Bragantino,2 de nov.,16:00,1.71,3.75,4.7,2025-11-02 16:00:00,330.0
273,Ceará,Fluminense,2 de nov.,16:00,2.7,3.05,2.75,2025-11-02 16:00:00,346.0
274,Corinthians,Grêmio,2 de nov.,16:00,1.84,3.25,4.7,2025-11-02 16:00:00,333.0
275,Internacional,Atlético-MG,2 de nov.,18:30,1.91,3.25,4.3,2025-11-02 18:30:00,320.0
276,Juventude,Palmeiras,2 de nov.,18:30,8.0,4.6,1.4,2025-11-02 18:30:00,361.0
277,Vasco,São Paulo,2 de nov.,20:30,2.15,3.25,3.4,2025-11-02 20:30:00,322.0
278,Ceará,Juventude,sáb.,19:00,1.57,3.95,5.75,2025-08-30 19:00:00,
279,Botafogo,Bragantino,sáb.,21:30,1.49,4.1,6.5,2025-08-30 21:30:00,
280,Palmeiras,Bragantino,qua.,19:00,1.32,5.0,9.5,2025-10-15 19:00:00,420.0
281,Botafogo,Flamengo,qua.,19:30,3.6,3.2,2.1,2025-10-15 19:30:00,403.0
282,Mirassol,Internacional,qua.,20:00,2.14,3.35,3.35,2025-10-15 20:00:00,370.0
283,Sport,Ceará,qua.,20:00,2.35,3.1,3.15,2025-10-15 20:00:00,388.0
284,Atlético-MG,Cruzeiro,qua.,21:30,2.88,3.0,2.6,2025-10-15 21:30:00,413.0
285,Fortaleza,Vasco,qua.,21:30,2.2,3.3,3.25,2025-10-15 21:30:00,384.0
286,Santos,Corinthians,qua.,21:30,2.2,3.1,3.5,2025-10-15 21:30:00,370.0
287,Grêmio,São Paulo,qui.,19:00,2.85,3.15,2.55,2025-10-16 19:00:00,299.0
288,Fluminense,Juventude,qui.,21:30,1.32,4.9,9.5,2025-10-16 21:30:00,365.0
289,Vitória,Bahia,qui.,21:30,2.9,3.2,2.48,2025-10-16 21:30:00,312.0
290,Corinthians,Atlético-MG,sáb.,18:30,2.02,3.2,3.9,2025-10-18 18:30:00,327.0
291,Internacional,Sport,sáb.,18:30,1.54,4.0,6.0,2025-10-18 18:30:00,310.0
292,Cruzeiro,Fortaleza,sáb.,21:00,1.55,3.95,6.0,2025-10-18 21:00:00,310.0
293,Ceará,Botafogo,dom.,16:00,2.7,3.05,2.75,2025-10-19 16:00:00,319.0
294,Flamengo,Palmeiras,dom.,16:00,1.89,3.4,4.2,2025-10-19 16:00:00,328.0
295,Mirassol,São Paulo,dom.,16:00,2.43,3.2,2.95,2025-10-19 16:00:00,316.0
296,Bahia,Grêmio,dom.,20:30,1.85,3.5,4.2,2025-10-19 20:30:00,303.0
297,Juventude,Bragantino,20 de out.,19:00,2.65,3.1,2.75,2025-10-20 19:00:00,325.0
298,Vasco,Fluminense,20 de out.,19:30,2.75,3.25,2.55,2025-10-20 19:30:00,334.0
299,Santos,Vitória,20 de out.,21:30,1.7,3.65,5.0,2025-10-20 21:30:00,318.0
300,Fortaleza,Sport,sáb.,16:00,1.72,3.7,4.8,2025-09-27 16:00:00,263.0
301,Juventude,Internacional,sáb.,18:30,3.7,3.35,2.02,2025-09-27 18:30:00,244.0
302,Vasco,Cruzeiro,sáb.,18:30,2.85,3.25,2.48,2025-09-27 18:30:00,277.0
303,Atlético-MG,Mirassol,sáb.,21:00,2.25,3.25,3.2,2025-09-27 21:00:00,317.0
304,Grêmio,Vitória,dom.,11:00,1.65,3.75,5.25,2025-09-28 11:00:00,274.0
305,Bahia,Palmeiras,dom.,16:00,2.85,3.25,2.45,2025-09-28 16:00:00,274.0
306,Fluminense,Botafogo,dom.,16:00,2.4,3.15,3.05,2025-09-28 16:00:00,298.0
307,Bragantino,Santos,dom.,18:30,2.15,3.35,3.35,2025-09-28 18:30:00,293.0
308,Corinthians,Flamengo,dom.,20:30,4.3,3.35,1.88,2025-09-28 20:30:00,276.0
309,São Paulo,Ceará,seg.,20:00,1.57,3.7,6.4,2025-09-29 20:00:00,294.0
310,Atlético-MG,Juventude,ter.,21:30,1.41,4.4,7.5,2025-09-30 21:30:00,325.0
311,Mirassol,Bragantino,1 de out.,19:00,2.05,3.4,3.55,2025-10-01 19:00:00,284.0
312,Palmeiras,Vasco,1 de out.,19:00,1.33,4.9,9.5,2025-10-01 19:00:00,317.0
313,Sport,Fluminense,1 de out.,19:00,2.9,3.1,2.55,2025-10-01 19:00:00,283.0
314,Internacional,Corinthians,1 de out.,19:30,2.12,3.25,3.55,2025-10-01 19:30:00,266.0
315,Botafogo,Bahia,1 de out.,21:30,1.94,3.35,4.0,2025-10-01 21:30:00,279.0
316,Santos,Grêmio,1 de out.,21:30,2.04,3.25,3.75,2025-10-01 21:30:00,277.0
317,Vitória,Ceará,2 de out.,19:00,2.32,3.15,3.2,2025-10-02 19:00:00,284.0
318,Fortaleza,São Paulo,2 de out.,19:30,2.65,3.25,2.63,2025-10-02 19:30:00,291.0
319,Flamengo,Cruzeiro,2 de out.,20:30,1.66,3.7,5.1,2025-10-02 20:30:00,303.0
320,Ceará,Juventude,sáb.,16:00,1.55,4.0,5.8,2025-08-30 16:00:00,
321,Botafogo,Bragantino,sáb.,18:30,1.58,3.85,5.8,2025-08-30 18:30:00,
322,Cruzeiro,São Paulo,sáb.,21:00,1.84,3.45,4.3,2025-08-30 21:00:00,
323,Flamengo,Grêmio,dom.,16:00,1.24,5.75,11.5,2025-08-31 16:00:00,
324,Santos,Fluminense,dom.,16:00,2.32,3.25,3.05,2025-08-31 16:00:00,
325,Corinthians,Palmeiras,dom.,18:30,3.0,3.15,2.4,2025-08-31 18:30:00,
326,Mirassol,Bahia,dom.,18:30,2.32,3.45,2.9,2025-08-31 18:30:00,
327,Vitória,Atlético-MG,dom.,18:30,2.75,3.1,2.63,2025-08-31 18:30:00,
328,Internacional,Fortaleza,dom.,20:30,1.58,4.1,5.4,2025-08-31 20:30:00,
329,Sport,Vasco,dom.,20:30,2.43,3.2,2.95,2025-08-31 20:30:00,
330,Fortaleza,Vitória,13 de set.,16:00,2.14,3.1,3.55,2025-09-13 16:00:00,
331,Grêmio,Mirassol,13 de set.,16:00,2.14,3.1,3.55,2025-09-13 16:00:00,
332,Palmeiras,Internacional,13 de set.,18:30,1.58,3.65,6.0,2025-09-13 18:30:00,
333,Fluminense,Corinthians,13 de set.,21:00,2.05,3.25,3.6,2025-09-13 21:00:00,
334,Bragantino,Sport,14 de set.,11:00,1.66,3.5,5.5,2025-09-14 11:00:00,
335,Atlético-MG,Santos,14 de set.,16:00,1.68,3.7,4.7,2025-09-14 16:00:00,
336,Juventude,Flamengo,14 de set.,16:00,6.0,3.9,1.54,2025-09-14 16:00:00,
337,São Paulo,Botafogo,14 de set.,17:30,2.43,3.15,2.88,2025-09-14 17:30:00,
338,Vasco,Ceará,14 de set.,20:30,2.2,3.1,3.4,2025-09-14 20:30:00,
339,Cruzeiro,Vitória,sáb.,16:00,1.44,4.2,7.5,2025-11-01 16:00:00,305.0
340,Santos,Fortaleza,sáb.,16:00,1.74,3.65,4.6,2025-11-01 16:00:00,304.0
341,Mirassol,Botafogo,sáb.,18:00,2.14,3.25,3.45,2025-11-01 18:00:00,294.0
342,Flamengo,Sport,sáb.,21:00,1.18,6.5,17.0,2025-11-01 21:00:00,299.0
343,Bahia,Bragantino,dom.,16:00,1.72,3.65,4.8,2025-11-02 16:00:00,314.0
344,Ceará,Fluminense,dom.,16:00,2.65,3.05,2.8,2025-11-02 16:00:00,347.0
345,Corinthians,Grêmio,dom.,16:00,1.79,3.25,5.0,2025-11-02 16:00:00,317.0
346,Internacional,Atlético-MG,dom.,18:30,1.98,3.25,4.0,2025-11-02 18:30:00,308.0
347,Juventude,Palmeiras,dom.,18:30,7.0,4.1,1.48,2025-11-02 18:30:00,346.0
348,Vasco,São Paulo,dom.,20:30,2.18,3.2,3.4,2025-11-02 20:30:00,305.0
349,Bragantino,Corinthians,5 de nov.,19:00,2.23,3.2,3.3,2025-11-05 19:00:00,335.0
350,Sport,Juventude,5 de nov.,19:00,1.83,3.45,4.4,2025-11-05 19:00:00,336.0
351,Vitória,Internacional,5 de nov.,19:00,2.48,3.25,2.85,2025-11-05 19:00:00,319.0
352,Botafogo,Vasco,5 de nov.,19:30,1.89,3.6,3.9,2025-11-05 19:30:00,344.0
353,Atlético-MG,Bahia,5 de nov.,20:00,2.16,3.3,3.35,2025-11-05 20:00:00,349.0
354,Grêmio,Cruzeiro,5 de nov.,20:00,3.15,3.2,2.3,2025-11-05 20:00:00,321.0
355,São Paulo,Flamengo,5 de nov.,21:30,4.1,3.2,1.97,2025-11-05 21:30:00,301.0
356,Fluminense,Mirassol,6 de nov.,19:30,1.93,3.25,4.2,2025-11-06 19:30:00,351.0
357,Ceará,Fortaleza,6 de nov.,20:00,2.28,3.15,3.25,2025-11-06 20:00:00,316.0
358,Palmeiras,Santos,6 de nov.,21:30,1.4,4.5,8.0,2025-11-06 21:30:00,348.0
359,Bragantino,Corinthians,qua.,19:00,2.63,3.15,2.75,2025-11-05 19:00:00,478.0
360,Sport,Juventude,qua.,19:00,1.66,3.9,4.9,2025-11-05 19:00:00,477.0
361,Vitória,Internacional,qua.,19:00,2.5,3.2,2.85,2025-11-05 19:00:00,422.0
362,Botafogo,Vasco,qua.,19:30,1.86,3.55,4.1,2025-11-05 19:30:00,431.0
363,Atlético-MG,Bahia,qua.,20:00,2.17,3.25,3.35,2025-11-05 20:00:00,476.0
364,Grêmio,Cruzeiro,qua.,20:00,3.1,3.3,2.3,2025-11-05 20:00:00,426.0
365,São Paulo,Flamengo,qua.,21:30,4.3,3.25,1.91,2025-11-05 21:30:00,401.0
366,Fluminense,Mirassol,qui.,19:30,1.85,3.35,4.5,2025-11-06 19:30:00,425.0
367,Ceará,Fortaleza,qui.,20:00,2.28,3.15,3.25,2025-11-06 20:00:00,378.0
368,Palmeiras,Santos,qui.,21:30,1.36,4.6,9.0,2025-11-06 21:30:00,443.0
369,Sport,Atlético-MG,sáb.,16:00,2.75,3.15,2.6,2025-11-08 16:00:00,363.0
370,Vasco,Juventude,sáb.,18:00,1.38,4.6,8.0,2025-11-08 18:00:00,357.0
371,Internacional,Bahia,sáb.,18:30,2.18,3.25,3.35,2025-11-08 18:30:00,326.0
372,São Paulo,Bragantino,sáb.,21:00,1.72,3.4,5.25,2025-11-08 21:00:00,339.0
373,Corinthians,Ceará,dom.,16:00,1.66,3.45,5.75,2025-11-09 16:00:00,342.0
374,Cruzeiro,Fluminense,dom.,16:00,1.89,3.25,4.4,2025-11-09 16:00:00,324.0
375,Vitória,Botafogo,dom.,16:00,3.1,3.2,2.35,2025-11-09 16:00:00,319.0
376,Flamengo,Santos,dom.,18:30,1.32,4.9,9.5,2025-11-09 18:30:00,331.0
377,Fortaleza,Grêmio,dom.,20:30,2.08,3.2,3.65,2025-11-09 20:30:00,341.0
378,Mirassol,Palmeiras,dom.,20:30,3.55,3.2,2.14,2025-11-09 20:30:00,343.0
379,Fortaleza,Vitória,sáb.,16:00,1.81,3.5,4.4,2025-09-13 16:00:00,409.0
380,Grêmio,Mirassol,sáb.,16:00,2.25,3.2,3.25,2025-09-13 16:00:00,372.0
381,Palmeiras,Internacional,sáb.,18:30,1.57,3.8,6.0,2025-09-13 18:30:00,367.0
382,Fluminense,Corinthians,sáb.,21:00,2.05,3.05,4.0,2025-09-13 21:00:00,428.0
383,Bragantino,Sport,dom.,11:00,1.83,3.45,4.35,2025-09-14 11:00:00,372.0
384,Atlético-MG,Santos,dom.,16:00,1.86,3.45,4.2,2025-09-14 16:00:00,442.0
385,Juventude,Flamengo,dom.,16:00,8.0,4.5,1.4,2025-09-14 16:00:00,382.0
386,São Paulo,Botafogo,dom.,17:30,2.18,3.0,3.65,2025-09-14 17:30:00,352.0
387,Vasco,Ceará,dom.,20:30,1.83,3.4,4.5,2025-09-14 20:30:00,378.0
388,Bahia,Cruzeiro,seg.,20:00,2.3,3.05,3.3,2025-09-15 20:00:00,282.0
389,Botafogo,Mirassol,qua.,19:30,1.62,3.8,5.5,2025-09-17 19:30:00,287.0
390,Vitória,Fluminense,20 de set.,16:00,2.5,3.1,2.95,2025-09-20 16:00:00,298.0
391,Botafogo,Atlético-MG,20 de set.,18:30,1.61,3.6,6.1,2025-09-20 18:30:00,315.0
392,Ceará,Bahia,20 de set.,18:30,2.75,3.1,2.65,2025-09-20 18:30:00,261.0
393,Palmeiras,Fortaleza,20 de set.,21:00,1.38,4.4,9.0,2025-09-20 21:00:00,276.0
394,Mirassol,Juventude,21 de set.,16:00,1.6,3.7,6.0,2025-09-21 16:00:00,269.0
395,Flamengo,Vasco,21 de set.,17:30,1.52,3.95,6.5,2025-09-21 17:30:00,277.0
396,Internacional,Grêmio,21 de set.,17:30,1.86,3.2,4.6,2025-09-21 17:30:00,262.0
397,Sport,Corinthians,21 de set.,17:30,2.85,3.0,2.63,2025-09-21 17:30:00,261.0
398,Cruzeiro,Bragantino,21 de set.,20:30,1.57,3.8,6.1,2025-09-21 20:30:00,298.0
399,Santos,São Paulo,21 de set.,20:30,2.5,2.95,3.05,2025-09-21 20:30:00,274.0
400,Fortaleza,Vitória,13 de set.,16:00,1.9,3.35,4.2,2025-09-13 16:00:00,315.0
401,Grêmio,Mirassol,13 de set.,16:00,2.25,3.2,3.25,2025-09-13 16:00:00,272.0
402,Palmeiras,Internacional,13 de set.,18:30,1.62,3.7,5.75,2025-09-13 18:30:00,291.0
403,Fluminense,Corinthians,13 de set.,21:00,1.98,3.2,4.1,2025-09-13 21:00:00,315.0
404,Bragantino,Sport,14 de set.,11:00,1.88,3.4,4.2,2025-09-14 11:00:00,283.0
405,Atlético-MG,Santos,14 de set.,16:00,1.86,3.45,4.25,2025-09-14 16:00:00,345.0
406,Juventude,Flamengo,14 de set.,16:00,8.0,4.3,1.42,2025-09-14 16:00:00,280.0
407,São Paulo,Botafogo,14 de set.,17:30,2.18,3.0,3.65,2025-09-14 17:30:00,279.0
408,Vasco,Ceará,14 de set.,20:30,1.85,3.4,4.4,2025-09-14 20:30:00,290.0
409,Bahia,Cruzeiro,15 de set.,20:00,2.3,3.05,3.35,2025-09-15 20:00:00,316.0
410,Vitória,Fluminense,20 de set.,16:00,2.55,3.0,2.9,2025-09-20 16:00:00,40.0
411,Botafogo,Atlético-MG,20 de set.,18:30,1.6,3.6,6.0,2025-09-20 18:30:00,40.0
412,Ceará,Bahia,20 de set.,18:30,2.75,3.0,2.7,2025-09-20 18:30:00,40.0
413,Palmeiras,Fortaleza,20 de set.,21:00,1.33,4.5,10.0,2025-09-20 21:00:00,39.0
414,Mirassol,Juventude,21 de set.,16:00,1.58,3.7,5.75,2025-09-21 16:00:00,40.0
415,Flamengo,Vasco,21 de set.,17:30,1.53,4.0,6.0,2025-09-21 17:30:00,40.0
416,Internacional,Grêmio,21 de set.,17:30,1.94,3.1,4.25,2025-09-21 17:30:00,40.0
417,Sport,Corinthians,21 de set.,17:30,2.8,3.0,2.63,2025-09-21 17:30:00,40.0
418,Cruzeiro,Bragantino,21 de set.,20:30,1.54,3.8,6.25,2025-09-21 20:30:00,40.0
419,Santos,São Paulo,21 de set.,20:30,2.48,3.0,3.0,2025-09-21 20:30:00,40.0
420,Cruzeiro,Vitória,1 de nov.,16:00,1.44,4.2,7.5,2025-11-01 16:00:00,319.0
421,Santos,Fortaleza,1 de nov.,16:00,1.77,3.6,4.5,2025-11-01 16:00:00,303.0
422,Mirassol,Botafogo,1 de nov.,18:00,2.17,3.15,3.45,2025-11-01 18:00:00,306.0
423,Flamengo,Sport,1 de nov.,21:00,1.15,7.0,18.0,2025-11-01 21:00:00,324.0
424,Bahia,Bragantino,2 de nov.,16:00,1.71,3.7,4.8,2025-11-02 16:00:00,326.0
425,Ceará,Fluminense,2 de nov.,16:00,2.65,3.05,2.8,2025-11-02 16:00:00,347.0
426,Corinthians,Grêmio,2 de nov.,16:00,1.84,3.25,4.7,2025-11-02 16:00:00,328.0
427,Internacional,Atlético-MG,2 de nov.,18:30,1.91,3.3,4.25,2025-11-02 18:30:00,321.0
428,Juventude,Palmeiras,2 de nov.,18:30,8.0,4.5,1.4,2025-11-02 18:30:00,360.0
429,Vasco,São Paulo,2 de nov.,20:30,2.15,3.25,3.4,2025-11-02 20:30:00,322.0
430,Fortaleza,Vitória,sáb.,16:00,1.9,3.35,4.2,2025-09-13 16:00:00,282.0
431,Grêmio,Mirassol,sáb.,16:00,2.25,3.2,3.25,2025-09-13 16:00:00,272.0
432,Palmeiras,Internacional,sáb.,18:30,1.62,3.7,5.75,2025-09-13 18:30:00,257.0
433,Fluminense,Corinthians,sáb.,21:00,1.98,3.2,4.1,2025-09-13 21:00:00,315.0
434,Bragantino,Sport,14 de set.,11:00,1.89,3.45,4.1,2025-09-14 11:00:00,253.0
435,Atlético-MG,Santos,14 de set.,16:00,1.86,3.45,4.2,2025-09-14 16:00:00,305.0
436,Juventude,Flamengo,14 de set.,16:00,8.0,4.3,1.42,2025-09-14 16:00:00,280.0
437,São Paulo,Botafogo,14 de set.,17:30,2.18,3.05,3.6,2025-09-14 17:30:00,245.0
438,Vasco,Ceará,14 de set.,20:30,1.84,3.35,4.5,2025-09-14 20:30:00,290.0
439,Bahia,Cruzeiro,15 de set.,20:00,2.3,3.1,3.25,2025-09-15 20:00:00,314.0
440,Botafogo,Mirassol,17 de set.,19:30,1.62,3.8,5.5,2025-09-17 19:30:00,283.0
441,Vitória,Fluminense,20 de set.,16:00,2.55,3.0,2.9,2025-09-20 16:00:00,40.0
442,Botafogo,Atlético-MG,20 de set.,18:30,1.6,3.6,6.0,2025-09-20 18:30:00,40.0
443,Ceará,Bahia,20 de set.,18:30,2.75,3.0,2.7,2025-09-20 18:30:00,40.0
444,Palmeiras,Fortaleza,20 de set.,21:00,1.33,4.5,10.0,2025-09-20 21:00:00,39.0
445,Mirassol,Juventude,21 de set.,16:00,1.58,3.7,5.75,2025-09-21 16:00:00,40.0
446,Flamengo,Vasco,21 de set.,17:30,1.53,4.0,6.0,2025-09-21 17:30:00,40.0
447,Internacional,Grêmio,21 de set.,17:30,1.94,3.1,4.25,2025-09-21 17:30:00,40.0
448,Sport,Corinthians,21 de set.,17:30,2.8,3.0,2.63,2025-09-21 17:30:00,40.0
449,Cruzeiro,Bragantino,21 de set.,20:30,1.54,3.8,6.25,2025-09-21 20:30:00,40.0
450,Santos,São Paulo,21 de set.,20:30,2.48,3.0,3.0,2025-09-21 20:30:00,40.0
451,Corinthians,Atlético-MG,sáb.,18:30,2.0,3.2,4.0,2025-10-18 18:30:00,447.0
452,Cruzeiro,Fortaleza,sáb.,21:00,1.37,4.6,8.5,2025-10-18 21:00:00,387.0
453,Ceará,Botafogo,dom.,16:00,2.8,2.9,2.8,2025-10-19 16:00:00,442.0
454,Flamengo,Palmeiras,dom.,16:00,1.95,3.25,4.1,2025-10-19 16:00:00,450.0
455,Mirassol,São Paulo,dom.,16:00,2.3,3.15,3.1,2025-10-19 16:00:00,435.0
456,Internacional,Sport,dom.,18:30,1.6,3.8,5.6,2025-10-19 18:30:00,411.0
457,Bahia,Grêmio,dom.,20:30,1.7,3.7,4.8,2025-10-19 20:30:00,415.0
458,Juventude,Bragantino,seg.,19:00,2.65,3.1,2.75,2025-10-20 19:00:00,433.0
459,Vasco,Fluminense,seg.,19:30,2.95,3.1,2.48,2025-10-20 19:30:00,472.0
460,Santos,Vitória,seg.,21:30,1.63,3.7,5.6,2025-10-20 21:30:00,426.0
461,Bahia,Internacional,qua.,19:00,1.88,3.55,4.0,2025-10-22 19:00:00,333.0
462,Atlético-MG,Ceará,25 de out.,16:00,1.82,3.45,4.4,2025-10-25 16:00:00,354.0
463,Vitória,Corinthians,25 de out.,16:00,2.95,3.15,2.45,2025-10-25 16:00:00,335.0
464,Sport,Mirassol,25 de out.,18:30,3.0,3.3,2.33,2025-10-25 18:30:00,325.0
465,Fortaleza,Flamengo,25 de out.,19:30,4.4,3.5,1.82,2025-10-25 19:30:00,325.0
466,Fluminense,Internacional,25 de out.,21:30,2.02,3.35,3.7,2025-10-25 21:30:00,346.0
467,São Paulo,Bahia,25 de out.,21:30,1.97,3.45,3.75,2025-10-25 21:30:00,340.0
468,Botafogo,Santos,26 de out.,16:00,1.77,3.55,4.6,2025-10-26 16:00:00,328.0
469,Bragantino,Vasco,26 de out.,18:30,2.6,3.45,2.6,2025-10-26 18:30:00,334.0
470,Palmeiras,Cruzeiro,26 de out.,20:30,1.68,3.75,5.0,2025-10-26 20:30:00,348.0
471,Grêmio,Juventude,27 de out.,20:00,1.62,3.8,5.5,2025-10-27 20:00:00,355.0
472,Bahia,Internacional,qua.,19:00,1.98,3.35,3.8,2025-10-22 19:00:00,403.0
473,Atlético-MG,Ceará,sáb.,16:00,1.88,3.25,4.4,2025-10-25 16:00:00,342.0
474,Vitória,Corinthians,sáb.,16:00,2.95,3.2,2.43,2025-10-25 16:00:00,336.0
475,Fluminense,Internacional,sáb.,17:30,2.0,3.35,3.8,2025-10-25 17:30:00,346.0
476,Sport,Mirassol,sáb.,18:30,2.65,3.3,2.6,2025-10-25 18:30:00,311.0
477,Fortaleza,Flamengo,sáb.,19:30,5.75,3.85,1.6,2025-10-25 19:30:00,297.0
478,São Paulo,Bahia,sáb.,21:30,1.97,3.4,3.85,2025-10-25 21:30:00,329.0
479,Botafogo,Santos,dom.,16:00,1.74,3.65,4.6,2025-10-26 16:00:00,327.0
480,Grêmio,Juventude,dom.,16:00,1.58,3.85,5.75,2025-10-26 16:00:00,353.0
